country,year,coal_electricity
Kazakhstan,2020,69.37
Kazakhstan,2021,69.29
Kazakhstan,2022,67.73
Kosovo,2000,2.89
Kosovo,2001,3.66
Kosovo,2002,3.64
Kosovo,2003,3.55
Kosovo,2004,3.94
Kosovo,2005,4.32
Kosovo,2006,4.3
Kosovo,2007,4.71
Kosovo,2008,5.05
Kosovo,2009,4.84
Kosovo,2010,4.99
Kosovo,2011,5.68
Kosovo,2012,5.83
Kosovo,2013,6.37
Kosovo,2014,5.27
Kosovo,2015,5.96
Kosovo,2016,5.72
Kosovo,2017,5.73
Kosovo,2018,5.6
Kosovo,2019,6.02
Kosovo,2020,6.33
Kosovo,2021,6.44
Kosovo,2022,6.44
Kyrgyzstan,2000,2.16
Kyrgyzstan,2001,2.36
Kyrgyzstan,2002,2.16
Kyrgyzstan,2003,1.94
Kyrgyzstan,2004,2.08
Kyrgyzstan,2005,1.98
Kyrgyzstan,2006,1.93
Kyrgyzstan,2007,1.97
Kyrgyzstan,2008,1.57
Kyrgyzstan,2009,0.81
Kyrgyzstan,2010,0.93
Kyrgyzstan,2011,0.96
Kyrgyzstan,2012,0.93
Kyrgyzstan,2013,0.86
Kyrgyzstan,2014,1.2
Kyrgyzstan,2015,1.81
Kyrgyzstan,2016,1.66
Kyrgyzstan,2017,1.23
Kyrgyzstan,2018,1.13
Kyrgyzstan,2019,1.13
Kyrgyzstan,2020,1.37
Kyrgyzstan,2021,1.46
Laos,2000,0.0
Laos,2001,0.0
Laos,2002,0.0
Laos,2003,0.0
Laos,2004,0.0
Laos,2005,0.0
Laos,2006,0.0
Laos,2007,0.0
Laos,2008,0.0
Laos,2009,0.0
Laos,2010,0.0
Laos,2011,0.0
Laos,2012,0.0
Laos,2013,0.0
Laos,2014,0.0
Laos,2015,2.06
Laos,2016,7.33
Laos,2017,10.08
Laos,2018,10.73
Laos,2019,10.19
Laos,2020,10.15
Laos,2021,10.8
Madagascar,2000,0.0
Madagascar,2001,0.0
Madagascar,2002,0.0
Madagascar,2003,0.0
Madagascar,2004,0.0
Madagascar,2005,0.0
Madagascar,2006,0.0
Madagascar,2007,0.0
Madagascar,2008,0.0
Madagascar,2009,0.0
Madagascar,2010,0.0
Madagascar,2011,0.16
Madagascar,2012,0.23
Madagascar,2013,0.25
Madagascar,2014,0.25
Madagascar,2015,0.26
Madagascar,2016,0.26
Madagascar,2017,0.29
Madagascar,2018,0.25
Madagascar,2019,0.21
Madagascar,2020,0.25
Madagascar,2021,0.26
Malaysia,1985,0.0
Malaysia,1986,0.0
Malaysia,1987,0.0
Malaysia,1988,0.257
Malaysia,1989,2.171
Malaysia,1990,2.932
Malaysia,1991,3.473
Malaysia,1992,3.837
Malaysia,1993,3.88
Malaysia,1994,4.081
Malaysia,1995,3.974
Malaysia,1996,4.177
Malaysia,1997,2.46
Malaysia,1998,3.655
Malaysia,1999,4.522
Malaysia,2000,4.04
Malaysia,2001,6.24
Malaysia,2002,9.56
Malaysia,2003,13.44
Malaysia,2004,22.63
Malaysia,2005,25.23
Malaysia,2006,26.63
Malaysia,2007,30.86
Malaysia,2008,31.03
Malaysia,2009,37.64
Malaysia,2010,49.4
Malaysia,2011,52.3
Malaysia,2012,55.62
Malaysia,2013,53.66
Malaysia,2014,55.83
Malaysia,2015,63.47
Malaysia,2016,69.15
Malaysia,2017,68.87
Malaysia,2018,77.29
Malaysia,2019,76.41
Malaysia,2020,84.22
Malaysia,2021,77.96
Malaysia,2022,76.39
Malta,1990,0.62
Malta,1991,0.59
Malta,1992,0.56
Malta,1993,0.6
Malta,1994,0.36
Malta,1995,0.09
Malta,1996,0.0
Malta,1997,0.0
Malta,1998,0.0
Malta,1999,0.0
Malta,2000,0.0
Malta,2001,0.0
Malta,2002,0.0
Malta,2003,0.0
Malta,2004,0.0
Malta,2005,0.0
Malta,2006,0.0
Malta,2007,0.0
Malta,2008,0.0
Malta,2009,0.0
Malta,2010,0.0
Malta,2011,0.0
Malta,2012,0.0
Malta,2013,0.0
Malta,2014,0.0
Malta,2015,0.0
Malta,2016,0.0
Malta,2017,0.0
Malta,2018,0.0
Malta,2019,0.0
Malta,2020,0.0
Malta,2021,0.0
Malta,2022,0.0
Mauritius,2000,0.26
Mauritius,2001,0.27
Mauritius,2002,0.28
Mauritius,2003,0.29
Mauritius,2004,0.3
Mauritius,2005,0.37
Mauritius,2006,0.42
Mauritius,2007,0.69
Mauritius,2008,0.72
Mauritius,2009,0.69
Mauritius,2010,0.7
Mauritius,2011,0.73
Mauritius,2012,0.69
Mauritius,2013,0.71
Mauritius,2014,0.73
Mauritius,2015,0.73
Mauritius,2016,0.72
Mauritius,2017,0.68
Mauritius,2018,0.73
Mauritius,2019,0.75
Mauritius,2020,0.65
Mauritius,2021,0.68
Mexico,1985,3.864
Mexico,1986,6.357
Mexico,1987,7.312
Mexico,1988,8.061
Mexico,1989,7.915
Mexico,1990,7.799
Mexico,1991,9.243
Mexico,1992,9.549
Mexico,1993,11.559
Mexico,1994,14.285
Mexico,1995,15.481
Mexico,1996,18.534
Mexico,1997,18.392
Mexico,1998,18.688
Mexico,1999,18.608
Mexico,2000,17.33
Mexico,2001,21.3
Mexico,2002,23.83
Mexico,2003,26.46
Mexico,2004,21.35
Mexico,2005,29.19
Mexico,2006,28.0
Mexico,2007,27.93
Mexico,2008,18.59
Mexico,2009,25.81
Mexico,2010,30.03
Mexico,2011,31.39
Mexico,2012,32.0
Mexico,2013,29.87
Mexico,2014,31.32
Mexico,2015,31.48
Mexico,2016,31.78
Mexico,2017,28.12
Mexico,2018,27.0
Mexico,2019,29.42
Mexico,2020,18.92
Mexico,2021,14.09
Mexico,2022,21.7
Moldova,2000,2.83
Moldova,2001,3.04
Moldova,2002,3.12
Moldova,2003,3.22
Moldova,2004,3.14
Moldova,2005,3.23
Moldova,2006,3.29
Moldova,2007,3.18
Moldova,2008,3.24
Moldova,2009,3.36
Moldova,2010,3.29
Moldova,2011,3.13
Moldova,2012,3.19
Moldova,2013,2.41
Moldova,2014,2.91
Moldova,2015,3.33
Moldova,2016,3.23
Moldova,2017,2.68
Moldova,2018,2.93
Moldova,2019,3.08
Moldova,2020,3.36
Moldova,2021,3.59
Moldova,2022,3.59
Mongolia,2000,2.74
Mongolia,2001,2.8
Mongolia,2002,2.9
Mongolia,2003,2.92
Mongolia,2004,3.08
Mongolia,2005,3.2
Mongolia,2006,3.32
Mongolia,2007,3.46
Mongolia,2008,3.74
Mongolia,2009,3.78
Mongolia,2010,3.85
Mongolia,2011,4.17
Mongolia,2012,4.43
Mongolia,2013,4.59
Mongolia,2014,4.86
Mongolia,2015,4.97
Mongolia,2016,5.09
Mongolia,2017,5.27
Mongolia,2018,5.71
Mongolia,2019,5.88
Mongolia,2020,6.04
Mongolia,2021,6.42
Mongolia,2022,6.63
Montenegro,2005,1.0
Montenegro,2006,1.2
Montenegro,2007,0.86
Montenegro,2008,1.29
Montenegro,2009,0.69
Montenegro,2010,1.27
Montenegro,2011,1.45
Montenegro,2012,1.37
Montenegro,2013,1.44
Montenegro,2014,1.42
Montenegro,2015,1.51
Montenegro,2016,1.3
Montenegro,2017,1.36
Montenegro,2018,1.55
Montenegro,2019,1.5
Montenegro,2020,1.62
Montenegro,2021,1.44
Montenegro,2022,1.55
Morocco,2000,11.36
Morocco,2001,13.13
Morocco,2002,12.37
Morocco,2003,12.69
Morocco,2004,13.41
Morocco,2005,12.71
Morocco,2006,12.9
Morocco,2007,12.51
Morocco,2008,11.49
Morocco,2009,10.56
Morocco,2010,11.44
Morocco,2011,12.1
Morocco,2012,12.36
Morocco,2013,12.03
Morocco,2014,15.82
Morocco,2015,17.05
Morocco,2016,16.89
Morocco,2017,17.55
Morocco,2018,21.24
Morocco,2019,26.88
Morocco,2020,27.21
Morocco,2021,28.28
Myanmar,2000,0.0
Myanmar,2001,0.0
Myanmar,2002,0.0
Myanmar,2003,0.0
Myanmar,2004,0.05
Myanmar,2005,0.22
Myanmar,2006,0.36
Myanmar,2007,0.38
Myanmar,2008,0.19
Myanmar,2009,0.21
Myanmar,2010,0.34
Myanmar,2011,0.22
Myanmar,2012,0.23
Myanmar,2013,0.13
Myanmar,2014,0.07
Myanmar,2015,0.06
Myanmar,2016,0.01
Myanmar,2017,1.5
Myanmar,2018,1.59
Myanmar,2019,2.34
Myanmar,2020,1.91
Myanmar,2021,2.15
Namibia,2000,0.03
Namibia,2001,0.0
Namibia,2002,0.0
Namibia,2003,0.01
Namibia,2004,0.0
Namibia,2005,0.03
Namibia,2006,0.07
Namibia,2007,0.03
Namibia,2008,0.14
Namibia,2009,0.06
Namibia,2010,0.04
Namibia,2011,0.02
Namibia,2012,0.02
Namibia,2013,0.04
Namibia,2014,0.01
Namibia,2015,0.02
Namibia,2016,0.04
Namibia,2017,0.04
Namibia,2018,0.01
Namibia,2019,0.03
Namibia,2020,0.04
Namibia,2021,0.05
Netherlands,1985,14.833
Netherlands,1986,15.138
Netherlands,1987,16.948
Netherlands,1988,22.255
Netherlands,1989,22.156
Netherlands,1990,25.01
Netherlands,1991,22.66
Netherlands,1992,22.63
Netherlands,1993,21.41
Netherlands,1994,24.11
Netherlands,1995,27.4
Netherlands,1996,25.82
Netherlands,1997,24.44
Netherlands,1998,26.43
Netherlands,1999,21.92
Netherlands,2000,24.28
Netherlands,2001,25.48
Netherlands,2002,25.99
Netherlands,2003,26.57
Netherlands,2004,24.95
Netherlands,2005,23.5
Netherlands,2006,23.74
Netherlands,2007,24.92
Netherlands,2008,23.48
Netherlands,2009,24.28
Netherlands,2010,22.59
Netherlands,2011,21.39
Netherlands,2012,24.21
Netherlands,2013,24.61
Netherlands,2014,29.49
Netherlands,2015,39.39
Netherlands,2016,36.73
Netherlands,2017,31.28
Netherlands,2018,27.47
Netherlands,2019,17.71
Netherlands,2020,7.61
Netherlands,2021,14.59
Netherlands,2022,14.57
New Zealand,2000,1.44
New Zealand,2001,1.98
New Zealand,2002,1.93
New Zealand,2003,3.7
New Zealand,2004,4.46
New Zealand,2005,5.47
New Zealand,2006,5.17
New Zealand,2007,2.95
New Zealand,2008,4.52
New Zealand,2009,3.08
New Zealand,2010,1.93
New Zealand,2011,2.03
New Zealand,2012,3.32
New Zealand,2013,2.24
New Zealand,2014,1.83
New Zealand,2015,1.75
New Zealand,2016,0.98
New Zealand,2017,1.13
New Zealand,2018,1.48
New Zealand,2019,2.12
New Zealand,2020,2.16
New Zealand,2021,3.13
New Zealand,2022,1.54
Nigeria,2000,0.55
Nigeria,2001,0.58
Nigeria,2002,0.76
Nigeria,2003,0.73
Nigeria,2004,0.93
Nigeria,2005,0.82
Nigeria,2006,0.87
Nigeria,2007,0.8
Nigeria,2008,0.66
Nigeria,2009,0.63
Nigeria,2010,0.82
Nigeria,2011,0.86
Nigeria,2012,0.81
Nigeria,2013,0.74
Nigeria,2014,0.84
Nigeria,2015,0.69
Nigeria,2016,0.65
Nigeria,2017,0.68
Nigeria,2018,0.62
Nigeria,2019,0.59
Nigeria,2020,0.55
Nigeria,2021,0.57
Nigeria,2022,0.57
North Macedonia,1990,5.16
North Macedonia,1991,4.86
North Macedonia,1992,5.16
North Macedonia,1993,4.57
North Macedonia,1994,5.21
North Macedonia,1995,5.29
North Macedonia,1996,5.72
North Macedonia,1997,5.76
North Macedonia,1998,5.91
North Macedonia,1999,5.44
North Macedonia,2000,5.21
North Macedonia,2001,5.57
North Macedonia,2002,5.12
North Macedonia,2003,5.34
North Macedonia,2004,5.16
North Macedonia,2005,5.44
North Macedonia,2006,5.11
North Macedonia,2007,5.01
North Macedonia,2008,5.29
North Macedonia,2009,5.3
North Macedonia,2010,4.74
North Macedonia,2011,5.17
North Macedonia,2012,4.83
North Macedonia,2013,4.03
North Macedonia,2014,3.74
North Macedonia,2015,3.3
North Macedonia,2016,2.89
North Macedonia,2017,3.39
North Macedonia,2018,2.85
North Macedonia,2019,3.51
North Macedonia,2020,2.63
North Macedonia,2021,2.19
North Macedonia,2022,2.87
Norway,1990,0.04
Norway,1991,0.05
Norway,1992,0.05
Norway,1993,0.05
Norway,1994,0.06
Norway,1995,0.06
Norway,1996,0.05
Norway,1997,0.04
Norway,1998,0.04
Norway,1999,0.04
Norway,2000,0.04
Norway,2001,0.04
Norway,2002,0.04
Norway,2003,0.04
Norway,2004,0.04
Norway,2005,0.04
Norway,2006,0.04
Norway,2007,0.04
Norway,2008,0.04
Norway,2009,0.04
Norway,2010,0.04
Norway,2011,0.04
Norway,2012,0.04
Norway,2013,0.04
Norway,2014,0.04
Norway,2015,0.04
Norway,2016,0.04
Norway,2017,0.04
Norway,2018,0.04
Norway,2019,0.04
Norway,2020,0.04
Norway,2021,0.04
Norway,2022,0.04
Oceania,1985,89.374
Oceania,1986,92.587
Oceania,1987,100.348
Oceania,1988,105.998
Oceania,1989,113.56
Oceania,1990,123.363
Oceania,1991,127.222
Oceania,1992,130.002
Oceania,1993,133.277
Oceania,1994,136.894
Oceania,1995,141.935
Oceania,1996,148.431
Oceania,1997,157.474
Oceania,1998,165.946
Oceania,1999,171.161
Oceania,2000,181.7
Oceania,2001,181.86
Oceania,2002,173.79
Oceania,2003,177.31
Oceania,2004,183.42
Oceania,2005,188.45
Oceania,2006,190.93
Oceania,2007,188.44
Oceania,2008,188.76
Oceania,2009,185.1
Oceania,2010,177.95
Oceania,2011,174.01
Oceania,2012,168.7
Oceania,2013,157.69
Oceania,2014,157.06
Oceania,2015,163.95
Oceania,2016,163.34
Oceania,2017,160.3
Oceania,2018,158.04
Oceania,2019,151.96
Oceania,2020,145.09
Oceania,2021,140.53
Oceania,2022,130.927
Pakistan,2000,0.53
Pakistan,2001,0.55
Pakistan,2002,0.55
Pakistan,2003,0.56
Pakistan,2004,0.61
Pakistan,2005,0.65
Pakistan,2006,0.68
Pakistan,2007,0.68
Pakistan,2008,0.66
Pakistan,2009,0.7
Pakistan,2010,0.62
Pakistan,2011,0.62
Pakistan,2012,0.6
Pakistan,2013,0.65
Pakistan,2014,0.6
Pakistan,2015,0.61
Pakistan,2016,1.04
Pakistan,2017,11.37
Pakistan,2018,11.39
Pakistan,2019,16.87
Pakistan,2020,16.68
Pakistan,2021,17.8
Pakistan,2022,14.45
Panama,2000,0.0
Panama,2001,0.0
Panama,2002,0.0
Panama,2003,0.0
Panama,2004,0.0
Panama,2005,0.0
Panama,2006,0.0
Panama,2007,0.0
Panama,2008,0.0
Panama,2009,0.0
Panama,2010,0.0
Panama,2011,0.47
Panama,2012,0.59
Panama,2013,0.6
Panama,2014,0.51
Panama,2015,0.5
Panama,2016,0.48
Panama,2017,0.14
Panama,2018,0.34
Panama,2019,0.79
Panama,2020,0.57
Panama,2021,0.09
Peru,2000,0.23
Peru,2001,0.2
Peru,2002,0.26
Peru,2003,0.29
Peru,2004,0.45
Peru,2005,0.47
Peru,2006,0.36
Peru,2007,0.49
Peru,2008,0.62
Peru,2009,0.5
Peru,2010,0.59
Peru,2011,0.77
Peru,2012,0.47
Peru,2013,0.54
Peru,2014,0.58
Peru,2015,0.51
Peru,2016,0.56
Peru,2017,0.51
Peru,2018,0.48
Peru,2019,0.5
Peru,2020,0.43
Peru,2021,0.5
Peru,2022,0.55
Philippines,2000,15.65
Philippines,2001,17.65
Philippines,2002,15.15
Philippines,2003,14.0
Philippines,2004,15.21
Philippines,2005,14.33
Philippines,2006,14.37
Philippines,2007,15.81
Philippines,2008,14.79
Philippines,2009,15.49
Philippines,2010,21.91
Philippines,2011,25.34
Philippines,2012,28.27
Philippines,2013,32.08
Philippines,2014,33.05
Philippines,2015,36.69
Philippines,2016,43.3
Philippines,2017,46.85
Philippines,2018,51.93
Philippines,2019,57.89
Philippines,2020,58.18
Philippines,2021,62.12
Philippines,2022,65.67
Poland,1985,131.521
Poland,1986,134.281
Poland,1987,139.587
Poland,1988,138.21
Poland,1989,139.668
Poland,1990,130.36
Poland,1991,128.75
Poland,1992,126.58
Poland,1993,127.67
Poland,1994,128.39
Poland,1995,131.77
Poland,1996,135.48
Poland,1997,134.74
Poland,1998,134.23
Poland,1999,133.33
Poland,2000,135.89
Poland,2001,134.97
Poland,2002,132.94
Poland,2003,140.66
Poland,2004,141.12
Poland,2005,141.88
Poland,2006,147.01
Poland,2007,144.01
Poland,2008,138.89
Poland,2009,133.38
Poland,2010,136.51
Poland,2011,139.76
Poland,2012,134.57
Poland,2013,137.72
Poland,2014,129.52
Poland,2015,130.52
Poland,2016,130.32
Poland,2017,131.16
Poland,2018,130.56
Poland,2019,118.14
Poland,2020,107.4
Poland,2021,127.57
Poland,2022,124.11
Portugal,1990,9.06
Portugal,1991,9.75
Portugal,1992,10.17
Portugal,1993,11.38
Portugal,1994,11.57
Portugal,1995,13.41
Portugal,1996,12.55
Portugal,1997,12.96
Portugal,1998,11.98
Portugal,1999,15.05
Portugal,2000,14.6
Portugal,2001,13.61
Portugal,2002,15.21
Portugal,2003,14.53
Portugal,2004,14.86
Portugal,2005,15.23
Portugal,2006,14.96
Portugal,2007,12.4
Portugal,2008,11.2
Portugal,2009,12.9
Portugal,2010,7.1
Portugal,2011,9.85
Portugal,2012,13.09
Portugal,2013,11.84
Portugal,2014,11.95
Portugal,2015,14.73
Portugal,2016,12.63
Portugal,2017,14.67
Portugal,2018,12.01
Portugal,2019,5.53
Portugal,2020,2.36
Portugal,2021,0.8
Portugal,2022,0.06
Puerto Rico,2000,0.0
Puerto Rico,2001,0.0
Puerto Rico,2002,0.99
Puerto Rico,2003,2.92
Puerto Rico,2004,3.12
Puerto Rico,2005,3.06
Puerto Rico,2006,3.41
Puerto Rico,2007,3.25
Puerto Rico,2008,3.22
Puerto Rico,2009,3.04
Puerto Rico,2010,2.86
Puerto Rico,2011,3.16
Puerto Rico,2012,3.09
Puerto Rico,2013,3.27
Puerto Rico,2014,3.56
Puerto Rico,2015,3.19
Puerto Rico,2016,3.53
Puerto Rico,2017,2.36
Puerto Rico,2018,2.44
Puerto Rico,2019,3.21
Puerto Rico,2020,2.79
Puerto Rico,2021,3.09
Romania,1990,18.5
Romania,1991,15.61
Romania,1992,18.34
Romania,1993,19.09
Romania,1994,19.63
Romania,1995,20.59
Romania,1996,20.47
Romania,1997,16.86
Romania,1998,14.49
Romania,1999,14.68
Romania,2000,18.92
Romania,2001,19.7
Romania,2002,20.31
Romania,2003,23.34
Romania,2004,21.48
Romania,2005,21.91
Romania,2006,25.15
Romania,2007,25.1
Romania,2008,25.82
Romania,2009,21.74
Romania,2010,20.68
Romania,2011,24.78
Romania,2012,22.9
Romania,2013,16.94
Romania,2014,17.76
Romania,2015,18.13
Romania,2016,15.88
Romania,2017,16.78
Romania,2018,15.65
Romania,2019,13.61
Romania,2020,9.36
Romania,2021,10.69
Romania,2022,10.29
Russia,1985,138.353
Russia,1986,144.039
Russia,1987,149.593
Russia,1988,151.501
Russia,1989,153.602
Russia,1990,156.855
Russia,1991,154.736
Russia,1992,154.111
Russia,1993,148.392
Russia,1994,162.485
Russia,1995,160.296
Russia,1996,160.631
Russia,1997,157.022
Russia,1998,162.973
Russia,1999,161.341
Russia,2000,164.74
Russia,2001,158.14
Russia,2002,159.59
Russia,2003,161.3
Russia,2004,150.6
Russia,2005,154.99
Russia,2006,167.46
Russia,2007,159.15
Russia,2008,184.36
Russia,2009,153.74
Russia,2010,155.63
Russia,2011,154.03
Russia,2012,158.42
Russia,2013,151.78
Russia,2014,148.34
Russia,2015,148.57
Russia,2016,160.64
Russia,2017,163.77
Russia,2018,166.75
Russia,2019,176.46
Russia,2020,163.95
Russia,2021,168.92
Russia,2022,179.56
Senegal,2000,0.0
Senegal,2001,0.0
Senegal,2002,0.0
Senegal,2003,0.0
Senegal,2004,0.0
Senegal,2005,0.0
Senegal,2006,0.0
Senegal,2007,0.0
Senegal,2008,0.0
Senegal,2009,0.0
Senegal,2010,0.0
Senegal,2011,0.17
Senegal,2012,0.18
Senegal,2013,0.18
Senegal,2014,0.2
Senegal,2015,0.21
Senegal,2016,0.14
Senegal,2017,0.15
Senegal,2018,0.13
Senegal,2019,0.12
Senegal,2020,0.11
Senegal,2021,0.55
Serbia,1990,28.28
Serbia,1991,24.9
Serbia,1992,23.93
Serbia,1993,21.23
Serbia,1994,21.35
Serbia,1995,21.68
Serbia,1996,19.9
Serbia,1997,23.56
Serbia,1998,24.08
Serbia,1999,18.96
Serbia,2000,21.43
Serbia,2001,21.86
Serbia,2002,22.56
Serbia,2003,24.71
Serbia,2004,25.74
Serbia,2005,23.38
Serbia,2006,25.02
Serbia,2007,25.57
Serbia,2008,26.68
Serbia,2009,26.85
Serbia,2010,25.02
Serbia,2011,28.71
Serbia,2012,26.32
Serbia,2013,28.67
Serbia,2014,22.13
Serbia,2015,27.16
Serbia,2016,27.24
Serbia,2017,26.46
Serbia,2018,25.02
Serbia,2019,25.58
Serbia,2020,26.46
Serbia,2021,23.77
Serbia,2022,23.62
Slovakia,1990,7.5
Slovakia,1991,5.95
Slovakia,1992,7.23
Slovakia,1993,5.75
Slovakia,1994,4.86
Slovakia,1995,6.45
Slovakia,1996,5.89
Slovakia,1997,6.29
Slovakia,1998,5.86
Slovakia,1999,6.38
Slovakia,2000,5.58
Slovakia,2001,5.82
Slovakia,2002,5.15
Slovakia,2003,5.96
Slovakia,2004,5.68
Slovakia,2005,5.54
Slovakia,2006,5.31
Slovakia,2007,4.8
Slovakia,2008,4.67
Slovakia,2009,3.86
Slovakia,2010,3.56
Slovakia,2011,3.55
Slovakia,2012,3.41
Slovakia,2013,3.07
Slovakia,2014,2.87
Slovakia,2015,2.83
Slovakia,2016,2.8
Slovakia,2017,2.99
Slovakia,2018,3.01
Slovakia,2019,2.34
Slovakia,2020,1.86
Slovakia,2021,1.7
Slovakia,2022,1.54
Slovenia,1990,3.89
Slovenia,1991,3.62
Slovenia,1992,4.64
Slovenia,1993,4.69
Slovenia,1994,4.61
Slovenia,1995,4.6
Slovenia,1996,4.46
Slovenia,1997,4.71
Slovenia,1998,4.98
Slovenia,1999,4.48
Slovenia,2000,4.61
Slovenia,2001,4.92
Slovenia,2002,5.3
Slovenia,2003,5.11
Slovenia,2004,5.19
Slovenia,2005,5.27
Slovenia,2006,5.43
Slovenia,2007,5.48
Slovenia,2008,5.33
Slovenia,2009,5.13
Slovenia,2010,5.29
Slovenia,2011,5.31
Slovenia,2012,5.14
Slovenia,2013,4.87
Slovenia,2014,3.76
Slovenia,2015,4.38
Slovenia,2016,5.01
Slovenia,2017,4.82
Slovenia,2018,4.62
Slovenia,2019,4.48
Slovenia,2020,4.36
Slovenia,2021,3.85
Slovenia,2022,3.21
South Africa,1985,135.403
South Africa,1986,135.988
South Africa,1987,142.773
South Africa,1988,143.032
South Africa,1989,148.462
South Africa,1990,155.926
South Africa,1991,155.388
South Africa,1992,156.717
South Africa,1993,165.96
South Africa,1994,169.402
South Africa,1995,173.551
South Africa,1996,184.718
South Africa,1997,192.869
South Africa,1998,187.527
South Africa,1999,186.662
South Africa,2000,181.68
South Africa,2001,183.37
South Africa,2002,188.79
South Africa,2003,204.4
South Africa,2004,212.63
South Africa,2005,215.16
South Africa,2006,223.23
South Africa,2007,231.75
South Africa,2008,226.11
South Africa,2009,218.11
South Africa,2010,226.63
South Africa,2011,227.56
South Africa,2012,223.39
South Africa,2013,217.08
South Africa,2014,212.05
South Africa,2015,211.28
South Africa,2016,213.06
South Africa,2017,212.66
South Africa,2018,213.13
South Africa,2019,207.15
South Africa,2020,196.16
South Africa,2021,191.21
South Africa,2022,180.78
South Korea,1985,24.761
South Korea,1986,24.995
South Korea,1987,23.65
South Korea,1988,29.56
South Korea,1989,30.619
South Korea,1990,33.512
South Korea,1991,36.83
South Korea,1992,42.359
South Korea,1993,53.503
South Korea,1994,65.101
South Korea,1995,72.006
South Korea,1996,81.709
South Korea,1997,93.937
South Korea,1998,102.95
South Korea,1999,111.097
South Korea,2000,106.82
South Korea,2001,118.15
South Korea,2002,127.88
South Korea,2003,127.98
South Korea,2004,133.99
South Korea,2005,140.38
South Korea,2006,144.3
South Korea,2007,160.9
South Korea,2008,180.87
South Korea,2009,197.14
South Korea,2010,212.62
South Korea,2011,218.49
South Korea,2012,216.93
South Korea,2013,217.87
South Korea,2014,222.84
South Korea,2015,225.44
South Korea,2016,225.23
South Korea,2017,243.81
South Korea,2018,244.99
South Korea,2019,232.18
South Korea,2020,201.66
South Korea,2021,210.97
South Korea,2022,206.55
Spain,1985,54.605
Spain,1986,54.808
Spain,1987,54.724
Spain,1988,43.071
Spain,1989,59.622
Spain,1990,59.74
Spain,1991,58.8
Spain,1992,64.22
Spain,1993,62.42
Spain,1994,61.57
Spain,1995,65.91
Spain,1996,53.94
Spain,1997,62.67
Spain,1998,61.58
Spain,1999,73.61
Spain,2000,79.09
Spain,2001,70.27
Spain,2002,81.18
Spain,2003,74.73
Spain,2004,79.1
Spain,2005,79.06
Spain,2006,66.74
Spain,2007,72.8
Spain,2008,48.71
Spain,2009,35.91
Spain,2010,25.33
Spain,2011,43.98
Spain,2012,55.07
Spain,2013,39.94
Spain,2014,43.81
Spain,2015,51.37
Spain,2016,36.43
Spain,2017,45.13
Spain,2018,37.34
Spain,2019,12.86
Spain,2020,5.52
Spain,2021,4.86
Spain,2022,7.62
Sri Lanka,2000,0.0
Sri Lanka,2001,0.0
Sri Lanka,2002,0.0
Sri Lanka,2003,0.0
Sri Lanka,2004,0.0
Sri Lanka,2005,0.0
Sri Lanka,2006,0.0
Sri Lanka,2007,0.0
Sri Lanka,2008,0.0
Sri Lanka,2009,0.0
Sri Lanka,2010,0.0
Sri Lanka,2011,0.99
Sri Lanka,2012,1.33
Sri Lanka,2013,1.41
Sri Lanka,2014,3.94
Sri Lanka,2015,4.24
Sri Lanka,2016,4.81
Sri Lanka,2017,5.09
Sri Lanka,2018,4.51
Sri Lanka,2019,5.28
Sri Lanka,2020,5.61
Sri Lanka,2021,6.9
Sweden,1990,1.08
Sweden,1991,1.96
Sweden,1992,1.8
Sweden,1993,2.08
Sweden,1994,2.61
Sweden,1995,2.27
Sweden,1996,3.69
Sweden,1997,2.01
Sweden,1998,2.04
Sweden,1999,2.24
Sweden,2000,1.64
Sweden,2001,1.88
Sweden,2002,2.37
Sweden,2003,2.85
Sweden,2004,1.01
Sweden,2005,0.65
Sweden,2006,0.88
Sweden,2007,0.65
Sweden,2008,0.51
Sweden,2009,0.51
Sweden,2010,1.02
Sweden,2011,0.66
Sweden,2012,0.48
Sweden,2013,0.65
Sweden,2014,0.37
Sweden,2015,0.39
Sweden,2016,0.26
Sweden,2017,0.32
Sweden,2018,0.34
Sweden,2019,0.21
Sweden,2020,0.0
Sweden,2021,0.01
Sweden,2022,0.01
Syria,2000,0.0
Syria,2001,0.0
Syria,2002,0.0
Syria,2003,0.0
Syria,2004,0.0
Syria,2005,0.0
Syria,2006,0.0
Syria,2007,0.0
Syria,2008,0.0
Syria,2009,0.0
Syria,2010,0.28
Syria,2011,0.23
Syria,2012,0.19
Syria,2013,0.13
Syria,2014,0.11
Syria,2015,0.11
Syria,2016,0.1
Syria,2017,0.11
Syria,2018,0.1
Syria,2019,0.09
Syria,2020,0.09
Syria,2021,0.09
Taiwan,1985,14.661
Taiwan,1986,20.482
Taiwan,1987,22.662
Taiwan,1988,23.793
Taiwan,1989,26.526
Taiwan,1990,25.364
Taiwan,1991,29.664
Taiwan,1992,37.661
Taiwan,1993,44.945
Taiwan,1994,48.46
Taiwan,1995,50.545
Taiwan,1996,60.068
Taiwan,1997,65.761
Taiwan,1998,70.437
Taiwan,1999,73.831
Taiwan,2000,87.54
Taiwan,2001,95.81
Taiwan,2002,103.73
Taiwan,2003,113.41
Taiwan,2004,116.43
Taiwan,2005,121.2
Taiwan,2006,125.17
Taiwan,2007,129.63
Taiwan,2008,123.28
Taiwan,2009,121.77
